007,12,13,12,12,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1605,1276,1084,1383,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,32.08,950.44,534.49
007,736,762,1042,614,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,33.15,950.48,534.19
007,6,5,5,5,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,34.38,950.59,533.18
007,15,16,15,16,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,33.07,950.52,533.83
007,17,17,16,17,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,17,18,17,17,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,13,13,12,12,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,,1031.26,-150.94
007,19,19,18,18,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,35.77,950.32,535.54
007,12,12,11,12,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,13,375,13,208,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,166,1139,288,705,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1448,1125,980,1189,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1439,1141,967,1241,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1429,1126,951,1222,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1413,1116,950,1204,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1350,1070,915,1146,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1336,1060,900,1135,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1354,1067,907,1155,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1311,1036,886,1116,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1277,1007,862,1088,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1263,991,842,1073,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1237,967,824,1057,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1194,940,803,1004,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1180,931,786,1010,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1133,896,760,984,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1123,881,739,957,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1077,846,712,922,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,1048,826,692,899,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,195,221,674,875,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,12,10,9,10,-0.0000,S,-0.0000,W,0,0,0,0,0,0,,0.00,  0.00,44330.00
007,7,6,6,6,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,  NAN,   NAN,   NAN
007,8,9,8,9,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,28.26,949.44,543.30
007,11,12,11,11,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,27.65,949.44,543.31
007,9,10,9,10,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,27.33,949.43,543.38
007,8,6,6,6,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,27.01,949.39,543.75
007,7,7,6,6,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,26.79,949.43,543.34
007,11,10,10,9,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,26.59,949.53,542.48
007,514,428,355,476,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,26.90,949.60,541.89
007,14,14,13,14,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,26.30,949.51,542.69
007,12,13,12,12,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,25.90,949.52,542.58
007,13,12,12,12,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,25.48,949.55,542.29
007,7,6,6,7,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,25.18,949.67,541.22
007,11,11,10,11,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,24.99,949.76,540.48
007,12,13,11,12,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,24.72,949.78,540.29
007,12,14,12,13,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,24.52,949.82,539.94
007,7,8,7,7,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,24.37,949.80,540.14
007,13,10,9,10,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,24.23,950.00,538.38
007,14,14,13,13,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,24.04,950.13,537.23
007,8,9,8,9,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,23.78,950.09,537.55
007,8,6,5,5,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,23.47,950.14,537.11
007,15,17,16,16,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,23.26,950.22,536.45
007,7,7,7,7,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,23.09,950.25,536.15
007,11,10,10,10,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,22.92,950.35,535.27
007,10,9,9,9,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,22.70,950.48,534.11
007,11,12,11,11,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,22.50,950.61,532.97
007,7,6,5,6,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,22.25,950.51,533.92
007,7,6,6,6,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,21.89,950.61,533.01
007,9,9,9,9,-0.0000,S,-0.0000,W,0,0,0,0,0,0,  0.00,21.61,950.67,532.49
